Channel,Duration,Recovered,Start,End,Category,Subs_start,Activity_start,Views_start
UCv7FX156i8ESUn0jBecx58Q,10,True,226,236,People & Blogs,12925.125,4,1153853.3257575757
UC0TajapY2muvQ_YBFC9sbvw,24,False,183,207,Film and Animation,206440.375,0,88890488.75
UCvnPQbyY6gTzpBhlrP2T0Qg,26,False,170,196,Music,405786.875,0,188692706.875
UCNHFdqPWAUa_fh92VmXJC-A,13,True,190,203,Howto & Style,316420.125,0,25673510.875
UCfjoPL1zn6jtNWNJwq6H0RA,8,True,126,134,Gaming,81106.25,0,65836590.25
UClficNojymRrJdbdjsE7jgQ,16,False,210,226,Education,2971855.359375,15,1000193720.5833334
UCNOO0-qGCvhxQ7chTTwX-Lw,11,True,153,164,Gaming,19.0,0,2729.125
UCKDT2_TIaBfTYUP2Dz0C3Kg,17,False,140,157,Entertainment,13980.614583333336,0,2330523.875
UCNEJcIEJJH9lvFMsRaT8qiw,12,True,213,225,Gaming,83594.21153846152,0,16168619.701923074
UCrYG40Fra4LTibEYC-QloPw,14,True,233,247,Music,434236.0,0,437943709.25
UCK-S_PFRyuB5EUdU65kRyvw,16,False,210,226,Entertainment,51409.15740740741,1,3504503.1296296287
UChDuTA9fsmVn8NVJxl7UczA,19,False,160,179,Entertainment,7106.0,4,50483154.0
UCi5852i20zomGGKvpLsJ6Mg,25,False,195,220,Entertainment,26385.0625,0,5189078.130208333
UCZHv6d9f215pJhCWJg6-BHg,25,False,182,207,Entertainment,92912.5,1,1810319.0
UC2cGFgeCTc1MxNEzPNcxvaA,24,False,210,234,Comedy,106475.5,23,15846716.75
UCup_8TVTXnU0_itUcsrnYYg,13,True,133,146,Pets & Animals,340181.25,0,22783449.5
UCLRpgD4BAsn0G7iFsnmnKYw,22,False,209,231,People & Blogs,29967.70833333333,16,7320945.208333332
UCW1pEwoZwLyG1GcsuX_CQ2A,8,True,102,110,Entertainment,24878.71759259259,0,1794997.25
UCNq9guLAKVEUqh7m3aOgleQ,8,True,199,207,Gaming,26845.182572614107,3,2961396.8962655608
UCkLXELm63_pH7L-r-548kig,13,True,133,146,People & Blogs,222163.0,2,615426052.0
UChedSuUV8jck31bLhon8sAQ,14,True,122,136,Entertainment,975.5,0,344198.0
UC3C1RJICPUDCWsFHzSbAoxA,13,True,130,143,People & Blogs,626.4768518518517,1,231944.6388888889
UCjb0MYm5NVLktN1b6GqQzOA,10,True,218,228,Gaming,95688.74479166669,0,10385656.854166666
UCq2-YS92kRURomhlw2fj7_g,8,True,100,108,Gaming,8853.461538461539,2,9021750.846153846
UCM_ESeME8Z-3LYmcuSzOezQ,9,True,147,156,People & Blogs,10851.135416666666,17,2078910.244791667
UClERG7IuNpqoqtWFEpGAYqw,12,True,93,105,People & Blogs,13064.75,6,732035.5
UCA9F_ypSpGZw_XGkFRIQXVQ,12,True,175,187,Sports,176561.25,3,13455549.5
UCtH7VXC4kowqhH2-RMq0F-Q,29,False,187,216,Sports,49196.25,2,16768559.0
UCxU6nh0LHqH9H4-fxWMGsgw,28,False,170,198,Entertainment,981821.5,0,25795428.125
UCWT7jB99c7YzWV04gl7T6ow,21,False,170,191,Travel & Events,6801.805555555556,0,33576253.60185185
UCebVqADaN3jjib5QXRu2D7w,12,True,222,234,Gaming,10389.072916666666,4,1073245.052083333
UCZFc6AOTNng3TStAG2b-NjQ,17,False,177,194,People & Blogs,27322.75,6,2022065.5
UCAmoGcSO8ghiZWZsSG8UsAg,27,False,219,246,Entertainment,67634.0625,2,35556628.505208336
UC_nPT2Kd9xJ_PYoNlw74n0A,21,False,225,246,People & Blogs,17790.27256944444,7,2060628.916666667
UCnyTgOP0VQ_tDbLBBOZINtg,21,False,96,117,Entertainment,3615.695833333333,0,620626.7541666668
UCZkVPUf-4-HjaTdrswApBFQ,16,False,207,223,Travel & Events,17692.53125,2,1014208.3125
UC8tWkd4cHc8ZnHwHElBVPNg,59,False,147,206,Entertainment,14058.619791666664,0,10204987.942708334
UCsyT1C1M-QoHQREjsixgayQ,8,True,132,140,Science & Technology,20835.33333333333,3,7049693.333333332
UC5SAm7HwZKTNhxOsOxas1tA,20,False,199,219,Entertainment,141049.28125,0,33808733.364583336
UCs6e3sn54cbzPL2zpZUHIQg,18,False,180,198,Gaming,468185.75,1,73784321.0
UCsC_gBt_iNiqd6g8j340Ycw,19,False,190,209,Howto & Style,31135.625,1,2938126.375
UChByiAV82i2UhW9XZa2DJpw,19,False,170,189,Howto & Style,53064.625,6,970994.125
UCWDto2R36n9pwwXq1HgjYHA,16,False,89,105,Sports,10645.75,2,420851.0
UChfDRuHEEr4xzIVHLpHKlqg,17,False,208,225,Entertainment,1060915.0,0,99440729.5
UCaATUkMZ-b6WUiWkkhbYWHQ,14,True,186,200,Music,104446.5,0,19135469.625
UCNdqmbTqaEsb1nkBKDEAJxw,22,False,219,241,People & Blogs,19623.979166666668,0,9886402.078125
UCLVOAQwaVkYfwXNYjLizuBA,14,True,183,197,Entertainment,122916.25,3,13614203.25
UCBT0Yq-xqiuP-nc2FaWuOUA,12,True,229,241,Gaming,23818.0,11,4579484.0
UClwooJkFYXzkfIB0Q5TBMhw,35,False,151,186,People & Blogs,20425.83333333333,3,69232.20833333331
UC4SMRZRTW8sDOAEIhHsHPzA,13,True,178,191,Music,10736.5,2,1703584.5
UCYUz9LW6Bq281CMW1gF0rhA,12,True,87,99,Entertainment,16639.63425925926,0,35831353.41203704
UC79k30Xu9OP6o1EZfdxHkMw,23,False,150,173,Gaming,733.1851851851852,0,21644.14814814815
UCwTM7tSwNTe1ChA3aKPc_PQ,10,True,134,144,Howto & Style,13892.645833333336,1,263134.325
UCt4xwTU4P4KbWqyGY5Om1lg,23,False,147,170,Gaming,26631.59375,13,4241955.442708333
UCgSvcPbUxTRn2-EIFwT4djQ,16,False,186,202,Music,20815.0,4,2588132.972222222
UCy0wfHK4hRQxY-LfdTzXf1A,19,False,191,210,Comedy,106659.0,1,9816247.125
UC1JkFogoXvQTNZR2sqgk9jA,20,False,221,241,Entertainment,41744.67015706806,2,1543934.9267015706
UCEsU5IWwejdWxiPtqykCS1A,12,True,235,247,Music,15191.125,2,3368311.3125
UCqkYKx436lTkeki_9eNmv1Q,20,False,221,241,News & Politics,16277.591623036653,2,1141189.832460733
UCkwc0wMcVoPAaLlgncDR6GQ,26,False,217,243,Entertainment,10442.6,1,1483175.6
UC2j6W_-VCM0NP9DlHbl37pQ,19,False,120,139,Entertainment,49879.0,0,2578177.1160649043
UCcBOugIGLRsa-3c_ywDUfRQ,18,False,167,185,Film and Animation,395.0,12,1150972.666666667
UCPVoB13ziHcg-ummWqZYhAQ,28,False,179,207,Entertainment,54163.0,2,17659977.0
UCbqoO8eBLEDqJCevXwyIxdg,17,False,130,147,Gaming,471275.75,1,35402801.75
UCUyDj5oqwxA6_kYS4LkZQAg,13,True,226,239,People & Blogs,188720.5,0,79063757.0
UCGVGIqHPzwLhZg8KQNVaRbA,19,False,195,214,Music,24053.5,0,7059828.0
UCnFoCifXR_Qp5iXhK73-kjQ,12,True,144,156,Sports,5400.640625,17,2320869.541666666
UCWsjjgyHya6TDKpZIHW3BrA,20,False,219,239,Science & Technology,131396.60416666663,2,17295755.864583332
UCCWl_5BhPINNmtLX83inrtw,20,False,216,236,Comedy,50174.32083333333,0,3087521.3
UC0qn9MsU_DOzW9ed6pzVbuA,27,False,213,240,Gaming,27098.33333333333,4,2264144.888888889
UC6DSbTD9scm9RcFosOIwhSw,25,False,135,160,Music,43421.24479166666,0,37548530.859375
UCaHD8NW93xxS-mj7qq1EEyw,12,True,235,247,Howto & Style,33187.0,0,2217497.285714286
UCeHJJ-gjQ6vki2H0ZCvuovw,30,False,117,147,Music,6739.0,0,3502055.5
UC3Xg5QRWAQaw9N_QQnlc1aA,13,True,124,137,Entertainment,45030.25,9,46183539.875
UCuAbJFde2AVZ-rS5Hg5FHOQ,9,True,147,156,Entertainment,739.2395833333335,0,76442.49479166669
UC0gdc44jnbN5EY5ppwLSDHw,8,True,238,246,Music,19411.454545454544,1,2581439.8181818184
UCMypH0xbLoA2Mlx92AvqarA,16,False,201,217,Sports,208419.1875,3,20435345.197916668
UCD_0Hz0876LEnfGxhkTMaLA,9,True,126,135,Entertainment,6632.0,0,1594821.6
UCceEa8nla_t8CkBL_dyu46g,29,False,193,222,Gaming,9531.175925925923,1,1417576.5787037038
UCHd3pZkbDfqfIL5lSUUreHA,11,True,216,227,Howto & Style,194056.609375,0,10719132.447916666
UCDGW3bWFb7Po3ICMPy9PffQ,14,True,199,213,Music,29869.43981481481,0,6725643.148148147
UC_sA2Oh7kNq_5-eoZBrz3jQ,21,False,190,211,Gaming,290479.625,0,115289780.75
UCZOp92-sBSWk2X7UkmRPAtw,11,True,187,198,Music,135869.0,0,23988846.0
UCP10qMuMprISYukCLWm8M_A,9,True,238,247,Music,25188.92307692308,1,6454838.230769231
UCU5EMBTzSO9gg6p4NFu2tWw,19,False,173,192,Music,11814.972222222224,0,3207000.9953703717
UC7DUWFdZyMvT8MbJMFgMwYg,15,True,228,243,Music,20995.222222222223,0,10652501.777777778
UCZqL_TW-q4xdzuDfeu3CVJw,19,False,191,210,People & Blogs,11144.0,1,4174600.666666666
UCCRE6jLz9fAzNd-eU3NBCYQ,9,True,201,210,Gaming,63464.69791666666,0,16806415.96875
UCeJZK9iCvtAbvkuH6Aimhfg,47,False,200,247,Music,78972.625,0,15985795.953125
UCTWGYPPR1IfcXWd0Eo_L3fA,16,False,122,138,Gaming,8277.555555555555,4,4297501.680555556
UCLgHT6fDNx2jpmEV3D-f6zw,9,True,129,138,Entertainment,5983.333333333332,0,437027.66666666674
UCR8_1D9wAZT6p1RSUpFHCTw,19,False,107,126,Howto & Style,5532.479166666668,2,462026.77083333326
UCwgU8G4RhRcRWK83GjEdyCQ,26,False,220,246,Music,17340.314136125653,11,4880588.863874346
UCKi7gpaeAyCc654lpk9y07g,18,False,193,211,People & Blogs,20337.515625,12,745011.6197916665
UCgbdsNDMEd5AU1FooqgCqoA,12,True,233,245,People & Blogs,22961.928030303032,10,22992235.62878788
UC7yMooezVAKSTHrL-pG3sWg,18,False,157,175,Gaming,1153857.552083333,2,411923545.2447917
UCdkBFeXTTvcS4sH2BFP4spg,8,True,202,210,People & Blogs,17932.53125,7,654326.3125
UC0-Pk_lgtV4FjxgURXT6nhg,14,True,213,227,Sports,12003.0,0,3073205.6060606064
UCr3smdL-0E8WpOHSJYKIIIA,23,False,206,229,Gaming,106599.00520833331,6,4149490.411458334
UC18-7qYJWAqM9eF1GvMn6Og,22,False,215,237,Education,96192.49537037036,3,11665478.407407409
UCSe8h3wpGVNl4VPHAJrIM5Q,21,False,202,223,Entertainment,66008.84895833331,43,39922959.848958336
UCkVMlUwXQgzLA4WbhqBw84g,14,True,132,146,Gaming,41958.25,0,30259475.25
UCljVQG4yxQTzt3FZmvRzijw,9,True,136,145,People & Blogs,689.0,1,199147.9
UCAZdulbvmDx5fKEgRSPDYTw,27,False,158,185,Gaming,5191.588541666667,0,1368042.734375
UCJz9oQIT5DX2-moZuPbDJdg,39,False,208,247,Entertainment,23194.765625,9,1254985.208333333
UCTjVaLeS2wX48ERLouBEXSw,19,False,141,160,Comedy,156150.84895833337,0,20592352.06770833
UCXx7BV9ZUTxBLPtEpwEK2TA,15,True,217,232,Gaming,96855.171875,0,8409491.598958334
UCJ6ql2E3HFZlPiA-KOvx20A,17,False,221,238,Howto & Style,78500.47120418848,0,6318991.068062828
UCq260P8s77KOitLFxODhMag,13,True,188,201,Comedy,6717.5,2,1079249.5
UCVEIdDDGRe2mQh1fd5qCP5A,10,True,124,134,Gaming,4636.875,0,234042.125
UCo1Pil4OzjFC-0SkdLLGX3Q,20,False,116,136,People & Blogs,1563.0,3,66670.02094240837
UC7LwDo1k9K68iCmGhlfgjYw,36,False,175,211,Music,12393.875,0,8797217.875
UCrg-upwjoz7MsXJae-FKsUw,36,False,172,208,Autos & Vehicles,17557.508333333335,0,22386347.7
UCwrqCKL72B10GdeuH6CmP3g,12,True,147,159,People & Blogs,178134.41666666663,2,26555751.90625
UCV2ZCQA1DGlcPioboydUqFQ,10,True,176,186,Gaming,3528.25,0,245424.0
UCN1rSOJNzfjzPOsPXRI-hGA,9,True,169,178,Education,66.80678851174936,0,7135.145833333332
UCesP4AzaEWnySN6GZ8SF8_A,18,False,201,219,Comedy,13790.96875,5,2222197.119791666
UCOWy3x7spZUy0joW8WddsFg,9,True,184,193,Howto & Style,182184.0,0,12164202.0
UCUo_nZdt_yzPn1EIUOGbjWg,37,False,160,197,Autos & Vehicles,10109.712962962964,0,10889168.226851853
UCx1DUoz7xgDuCuC_j69yt2g,10,True,144,154,Entertainment,62181.625,4,27422801.375
UCk4SUY9bZXprfPN7QkAklmQ,30,False,211,241,Education,13985.177083333336,0,921071.5364583336
UCTR7wxZ_91orxoOXiKr5GDw,11,True,107,118,Gaming,58.0,6,244347.265625
UCngbkgGR42kGUdKIL6cZICQ,11,True,185,196,Entertainment,25.0,0,915.0416666666664
UCD_k9Q9tLexHZAqEylgZy5g,10,True,95,105,Gaming,1465.255208333333,4,131174.296875
UCgCWGyl6x5M80bFeADrUHtg,36,False,175,211,Gaming,8618.625,1,153130.25
UCfKZpFKZaPqo4Lov1Tyd5yg,30,False,205,235,Entertainment,15825.692708333336,0,2972875.151041666
UCuIbYwO7Ic2ti4ynpzBkwxQ,15,True,124,139,Comedy,29561.5,0,18690528.5
UCrO9hj5VqGJufBlVJy-8D1g,16,False,163,179,Comedy,833983.390625,5,166614773.921875
UCBrqKGb1cWqc_1z2BMqD24Q,13,True,209,222,Gaming,11691.286458333336,0,1938412.494791667
UCnBr80WvCgpZOsutURnbJdA,16,False,171,187,Entertainment,15763.305555555557,0,4393958.50462963
UC4ODiXgBehmS3i_Lu_GUt2A,24,False,216,240,Entertainment,22892.5,0,13490947.0
UCkPv2oq_kkvVJO-NR-MUkoA,8,True,180,188,Film and Animation,9934.09090909091,0,840058.8181818181
UC85jN0RMP-uJTIzhAcMFitA,12,True,189,201,People & Blogs,747190.375,0,43460855.125
UC85YxWQ7SR_v4Izu_IDlGNg,14,True,151,165,People & Blogs,850.40625,2,44044.14583333334
UCS3hX9ajO9p8BVro5O5mLNA,18,False,128,146,People & Blogs,714980.0,0,328956212.5
UCUnvfkiV05lro17qZid3Zgg,12,True,191,203,Comedy,96664.25,0,786813.75
UCpFtWLMLKj-t3X1u2lL63uw,17,False,225,242,Film and Animation,15533.888888888889,1,6788336.703703702
UCpi8ELPndeceP3hsBGRkh_A,11,True,199,210,Music,45815.25,1,25390659.32291667
UCyGrqqQBAeTgMDuSX-gTdnA,19,False,224,243,Gaming,54020.6,0,1187145.133333333
UC2rvw8eYcIzbwhOpaKhU3kw,27,False,145,172,Science & Technology,19241.390625,3,1056150.723958333
UCM4cEGmwmDuB7lLnNQxb6tQ,18,False,127,145,Entertainment,41340.125,0,3582194.875
UCnecQBZcOFL56fc3BKunI-A,16,False,226,242,Sports,71007.23076923077,0,11395346.523809522
UCk8AvLP5fA0diikqECXwqnw,13,True,189,202,People & Blogs,8343.564102564103,0,1966402.6923076925
UCliphVHujAx9fWxO-Rjtw5g,21,False,215,236,Entertainment,63818.634259259255,2,39828839.49074074
UCcSot3mEtOK5K5M0I1BvkiA,18,False,135,153,Gaming,11317.2,0,340232.4
UC00X4AUEmat8Pk772tDu8OA,8,True,239,247,Music,1793299.125,1,298053814.625
UCaIIoFbVqP6NNF78iit5-Xg,12,True,221,233,Autos & Vehicles,19931.287958115183,7,2750903.0418848167
UCeg9ll47QT855bkRhT5AAwQ,15,True,183,198,Gaming,18664.0,1,5498333.0
UCqB9VYdXLtqhIGtwRqRKGjw,14,True,222,236,Gaming,128819.0,1,16792869.0
UC6z1_97FZNKZmghmkfsKxhA,14,True,232,246,Music,101779.81818181818,0,9909671.636363637
UCalu9UCng3yprOnMgz0hgKA,26,False,161,187,Gaming,27386.31770833333,0,3337330.46875
UCTninj9qwE4VFT6yiJ_j3NA,10,True,113,123,Entertainment,323307.91666666674,1,22088470.838541668
UCWzhsZ7UGj9glOxaKWibEYA,23,False,224,247,Music,76885.36363636362,0,5619923.545454546
UCy_3aNAxlkHJ3E67nhu9Fkw,8,True,147,155,Comedy,34301.69948186528,0,10407105.0
UCzmQURLJn3l-8lTa1nNEI-w,14,True,173,187,Music,22304.25,0,565161.75
UCme6XJ0pNj-zyVyYkAJikxw,18,False,158,176,Entertainment,254527.57291666663,2,65943250.359375
UCHP_B9PT4LvW4tWSrewhvcw,15,True,119,134,Entertainment,541.5104166666666,0,255514.38020833328
UCOgyBpvl8g9vCklfuUJOi2Q,21,False,179,200,Education,360535.5,0,71395772.0
UC8uxLsH_67xs2ruirXpRvsQ,14,True,117,131,People & Blogs,26574.14583333333,0,4722094.697916667
UCj0mDLM0ILWeHJsQPqbF89Q,13,True,177,190,Education,101425.515625,10,6057188.458333332
UCPi6euzgQgW8lXDLAw152Pg,21,False,147,168,Education,30185.86458333333,3,5352055.822916667
UCPikVN-08OPbO-3uF8ATI_w,16,False,147,163,Sports,109244.30208333331,0,27943260.24479167
UCjApKkVKxoTUkwnPZWI4b3A,13,True,234,247,Entertainment,16395.0,0,4516466.0
UCPTUnU4lV3eKLvuWwoj-57Q,25,False,140,165,Sports,51889.75,28,21494801.5
UCnZLuAoG9W5pwrZICaiUQcQ,11,True,230,241,Music,801996.6875,4,31432054.796875
UC26y8GA8Y5lhHQnzHIn7_OA,14,True,146,160,Gaming,7498.502590673575,0,770954.2383419689
UCaSHOXF1N2b-cd53tqivJVQ,31,False,215,246,People & Blogs,9882.0,0,2005736.2
UC778KagX3d7gl1vzUGAmN1g,17,False,225,242,Entertainment,197601.51041666663,12,85690602.44791667
UCrx-BsB_G0WDMG9SeCOpARg,15,True,199,214,Comedy,31075.38020833333,0,2604829.296875
UCt_7FAlWp4O5UBbEXME8sFA,12,True,188,200,Gaming,3549.0,0,74357.078125
UCkgAZrWpb45U8Ig7O3hyxVg,18,False,130,148,Travel & Events,949.7777777777776,0,169385.55555555553
UCT0aiE40oUzmpKiMqxKwGQQ,13,True,189,202,Entertainment,9161.0,4,6260537.35
UC-KRCriCihxLlcMs3uezigA,16,False,191,207,People & Blogs,25906.5,4,480859.125
UCkOhGvo5F2rO1KBQoSYswPA,15,True,183,198,Travel & Events,13540.375,0,659390.375
UC8gytqpPRGDLvfYPznY05qQ,8,True,211,219,Gaming,35566.578125,0,6625927.166666668
UClmGiHmd6D9hL_O3LIZxUlA,16,False,168,184,Gaming,13953.436031331592,6,602736.2569444445
UCh_Kuel-SfEiFI19NLwY6vw,9,True,161,170,Gaming,160693.10416666663,0,60937726.83854166
UCNSwcDEUfIEzYdAPscXo6ZA,19,False,127,146,Gaming,228902.0,2,62388326.5
UC76bzks6aPP2aaE3DtrP_kw,11,True,199,210,Comedy,364074.546875,0,96099922.609375
UCHEz5okuOtt7QLXCGwHQmwA,23,False,143,166,Gaming,16154.125,12,4598192.0
UCEShh3xi4H98q3SGdjoqiFA,13,True,131,144,Entertainment,89639.0,5,6178670.5
UCaMUnwhA76IqrKNHPdwUimA,16,False,130,146,Gaming,26651.25,3,4533109.125
UCMw9-yVB5Ag8SNV5k6gYb-A,19,False,219,238,Gaming,11012.609375,0,1882116.614583333
UC-BN_2GM8EEd6w03EHyvtmw,24,False,172,196,Music,1508454.0,0,19181798.0
UCnEsM2-tJxtrgaWotaGTqsg,9,True,117,126,People & Blogs,4064.666666666666,3,6367027.0
UCf-0TgLF7GUkhAYrJg_7k4g,15,True,169,184,Comedy,11236.970149253732,1,15021473.997014925
UCCyCelEHSkzZekmvH-OD8HQ,19,False,190,209,Comedy,22232.088235294126,7,1597809.9411764706
UCBKH2wfmHxht7YyA2dVaWew,19,False,210,229,Science & Technology,301210.56770833326,0,83836385.79166667
UCnDKLqdebiN5HSxsHqKrFcQ,11,True,231,242,People & Blogs,49116.0,1,22640085.625
UCZH7cb7QreEILKrtWpGkxpw,13,True,199,212,Education,57976.49377593361,0,3968966.55186722
UCj8plBi5ulGue5LMzdwFXrw,9,True,137,146,Sports,33146.5,3,3707217.0
UChyXcOrqOImSPVJHy1nZLzQ,14,True,128,142,Comedy,10532.333333333334,0,434034.0
UC3BxxEWkNTv00qFLiUGg63Q,27,False,204,231,Music,757240.3645833335,0,295224000.9114583
UCNXOEs1xcZUm6pnp5rD084g,14,True,156,170,Music,28736.875,4,274019.125
UCC86xkUefRbdrtl0d5M0NSQ,8,True,157,165,Entertainment,15915.666666666664,1,5544655.111111111
UCODbXSgfLLHR2XejzDeYZHA,18,False,121,139,Gaming,392618.5,7,77184283.625
UClhhAwMk-G8pwGHG0stnF2g,12,True,229,241,Gaming,10031.444444444443,0,1449867.333333333
UCSP2KdysMu9MyzxRjXEGv_g,9,True,203,212,Gaming,92053.171875,0,9603230.541666666
UCU3x99qbGWX_OBh0rYpKtDA,19,False,172,191,Film and Animation,20626.090909090908,0,4580531.636363637
UCjkuicKYwDKbx7-fRYIGVCw,20,False,226,246,Entertainment,219226.25,3,28232258.75
UC_C2z2k60d6lOj8DFMWDGEA,8,True,103,111,Entertainment,3240.244791666666,0,170679.44270833337
UC6C-UDj_OxkC1VmvCi56t8w,19,False,192,211,Sports,139875.0,1,108612900.0
UCrfp2bGOuiyhBpxMt_nmsCQ,21,False,129,150,Entertainment,10512.25,0,553825.25
UCtqMb6JkH411exvIPJPuATg,8,True,147,155,Autos & Vehicles,13959.375,1,980518.1197916664
UC24BncXKSEBLcVnc8fBUX5w,20,False,88,108,Pets & Animals,2688.552083333333,1,2643793.234375
UCovX2oe7NONkys-qeR_j1_g,8,True,229,237,Entertainment,1260430.0,2,58966693.0
UCj-1AtutW_ifq6Q8l9p7ycw,31,False,213,244,Howto & Style,662286.8333333335,1,121912923.671875
UCNtdoNDwznDPpdRmNBl97Lg,18,False,125,143,People & Blogs,7838.0,1,229473.5
UCY6_zUajG2jsIfghOB_YNkA,20,False,106,126,Entertainment,48391.39583333334,1,3618185.604166666
