Channel,Duration,Recovered,Start,End,Category,Subs_start,Activity_start,Views_start
UCQYryOPYNa79FOr6cPXM0CA,8,True,111,119,Gaming,65930.63020833331,0,1733129.604166667
UCOgYxEFQIVkmo4865ap0Zbw,10,True,221,231,Gaming,39826.81151832461,0,3713138.57591623
UC5CmfuYCX2bsaqCewA4pDTA,12,True,219,231,Gaming,21335.75,2,676775.75
UCb1ScGnYiuIlc8AT5if67hg,9,True,230,239,News & Politics,223870.38020833328,152,43373404.984375
UCOJ66rMGwCusY8a2n-s_C8Q,25,False,173,198,Music,4351.0,3,1125923.0
UC7BX3sFlbDpkT2ZO4kUnfIw,15,True,199,214,Entertainment,20109.09375,0,6928126.744791668
UCKLv-my4atw5h3P7YSKvQog,17,False,179,196,People & Blogs,17722.75,1,9244317.5
UCKn8fqSE0OJknVWqscdEoXw,19,False,169,188,Gaming,32492.75,2,4639996.0
UCjf10tuGdICcczoW05Iqe0A,9,True,199,208,Education,30998.40625,2,1913287.25
UC4Msm1lje_5EljW1bw8Fetg,12,True,125,137,People & Blogs,5186.479166666667,0,69380.109375
UCuNLwPcrouXkXij9HudE-gg,10,True,228,238,Gaming,213131.875,17,9531392.125
UCAZaS96LQ4vNaimpoq5xsDA,17,False,113,130,Gaming,838.4791666666665,1,186423.66666666663
UCKDGP3EheRKgrbFg7EQkeaw,12,True,112,124,Film and Animation,113840.96354166669,2,3282055.463541666
UCXNBpuENQiL_0G0UyoTFFbg,9,True,207,216,Howto & Style,16343.927083333336,0,23200846.77083333
UCkGIKPwFjYiru2KJ-vR5SKw,9,True,156,165,Gaming,14496.125,3,2370920.0
UCFK5QfFIHS3pqYM-11pN5zQ,8,True,239,247,Music,12227.142857142857,0,2316246.4285714286
UCmGG9hQJqNG_NmA0C_LtClA,8,True,124,132,Music,13266.375,0,3864759.25
UCrXrYydce8lXYeKRGISrPvw,8,True,208,216,Gaming,76768.73958333331,0,13877697.208333336
UCl8UfR1WkSJS666PlNsn6Yg,9,True,107,116,Gaming,45816.15625,12,13380034.505208336
UCquxy-XzsTI3tFPGaQ_7zlQ,30,False,215,245,Sports,12712.86574074074,0,5178078.203703703
UCRFhs_AGtoODTKTTwlrSPGw,8,True,205,213,Music,27038.375,0,5405942.25
UCgO6QLLgG0jU70wah_Myz2w,13,True,190,203,Film and Animation,3094.75,0,2167332.375
UCQXnz1hNgCu2_01Q1wvyt9w,11,True,151,162,Gaming,5846.731481481482,0,1278359.3287037036
UCSQtoyrm10IYxMNwOVU5JzQ,9,True,111,120,Howto & Style,102320.02083333331,0,8522296.0625
UCC5NxMjzZUzgrAFFBJVs7cw,13,True,190,203,Gaming,110.0,0,1326.0574324324325
UCkMEB53zhxtxbijEVl2YeWA,8,True,180,188,Autos & Vehicles,10190.5,0,15687804.5
UC-8sIVIqJLp9cP-WoqAQ3vg,17,False,176,193,Film and Animation,160423.375,2,104669040.25
UCJq5_LUPQxXWw6g5N5fXGGg,13,True,223,236,Film and Animation,13616.0,2,6252571.5
UCIoNgwHpavUi2UnC68cKgbw,14,True,186,200,Gaming,22683.0,1,684410.5
UCh8U0omsHzF0Wg62tPSPjqA,8,True,111,119,Entertainment,5485.760416666667,0,179116.82291666663
UC_mZm90PVfYXXuAeyPQX85A,18,False,229,247,People & Blogs,19921.475,0,1569640.35
UCGEkNmLYKMMByvWFlpKyIdQ,14,True,182,196,Autos & Vehicles,15888.0,2,18354659.0
UCEwoFdqY09VwZFESGZ8Qp4A,9,True,227,236,Nonprofits & Activism,114176.0,0,40652176.0
UCH4IGTw398AVZiw0gXYU_jA,20,False,223,243,People & Blogs,53345.272727272735,0,132905944.09090908
UCjvjzttL0LzIGzUU6rtQYXg,18,False,203,221,Entertainment,102158.80208333331,0,4282311.130208333
UCOlMju_JTrJlK8cQeHN8luA,36,False,179,215,Howto & Style,37388.75,1,7748475.25
UCrZYMuPDIolCG-Y5mZj-Vyg,24,False,219,243,Entertainment,31338.81770833333,0,2633677.40625
UCykE3qY-wFLmUMSuryhnS1g,25,False,161,186,Gaming,139683.15104166663,0,19485822.70833333
UCJrWuyLeGPgJPcEcLs3vkfw,22,False,224,246,People & Blogs,9697.291666666666,1,2540900.104166666
UCUiFscOvt-XpwuTLDMhMsfg,25,False,181,206,Film and Animation,26778.0,2,11172958.375
UCBJuBFEaIiwIlpFVZXzy1eQ,30,False,124,154,Film and Animation,19565.625,6,2115715.921875
UCLlmx_mA9fOJ7MzHjP2MYPQ,9,True,200,209,Howto & Style,11106.439814814818,0,293081.25925925927
UCx-7n5JOXayoyeXxnyEU2hA,10,True,186,196,Entertainment,8410.5,0,370145.0
UCwstNctafljCSJV8GNeyENA,14,True,212,226,Gaming,577658.3489583335,3,85892191.83854167
UC1WHGcU93qmobGJN4aGKBoA,22,False,216,238,Music,42631.39772727273,13,2467477.0946969697
UCIV-ghFaKBAPlEoheUmFnrg,15,True,226,241,Gaming,25948.0,0,10784566.4
UCheynhsfOewlHHnhZMS5WzQ,21,False,211,232,Entertainment,17880.020833333332,0,17986994.770833332
UCeLfY3d1ZcWKOkcRvUAzXsA,23,False,224,247,People & Blogs,19100.597222222223,0,1629453.3472222222
UCmvvyH5mt7CwN3pT6zbH9QA,14,True,164,178,Gaming,3906.114583333334,3,1216729.40625
UC_j65wgy_u3mycNCn_7D2Fw,24,False,147,171,People & Blogs,2424.973958333333,1,199324.375
UC0H4Z9RZiG1mSVAyP62sMlg,15,True,209,224,Entertainment,10707.25,0,422307.25
UCuDm8jO31AcqS6P7TOm-CAw,8,True,147,155,Gaming,47695.33854166666,0,3172013.744791666
UChNrDQXdw7maHaEwvvAJJmA,18,False,189,207,People & Blogs,20803.27083333333,1,1247777.447916667
UC0B5JOwjTnu2un8eYOIcKJQ,14,True,209,223,People & Blogs,138427.5,0,10778839.515625
UCuzmxIX8QtjfhKg0jeY3KqQ,19,False,119,138,Entertainment,22216.375,1,14791135.625
UCROMW3mL6nkJl_JH8aCb7kw,13,True,216,229,People & Blogs,98336.07870370374,2,4421823.861111111
UCzEn3F1ipGLRTvakdFaD8ZA,29,False,165,194,Gaming,7176.743055555556,1,1750284.15625
UCwV542CgLNJ2aiRJQFkr4kQ,8,True,152,160,Entertainment,1909.0,36,430749.05208333326
UCHQESNIbXuQM-QUeMf7CFjQ,19,False,223,242,Gaming,536940.875,0,124837441.625
UC3NAMaMH0UGSnfqVoOp6EHA,29,False,179,208,Entertainment,88474.921875,8,54998997.05208334
UC7vP2W532vRQzLTAePOp8qw,9,True,114,123,Gaming,10442.432291666666,14,1589842.625
UCLYJasHbl4-ED9HSM3C1BuQ,10,True,236,246,Music,146301.5,1,49171264.0
UCsf7sdo6rwl-Iggw_wervfA,8,True,83,91,Gaming,9569.1875,0,1202344.286458333
UCPfA6kLFT6WXlcp-doxnG5Q,25,False,209,234,News & Politics,479442.171875,13,47306009.72916666
UCWSm8aZkH9I4DyqACsU8QQw,19,False,177,196,Comedy,26682.5,0,6911269.0
UCYGfeI0m7Q-JQ_5N7NL79vA,23,False,138,161,Gaming,645.7447916666666,0,19834.03125
UCP66nnrsoxc01bZEh1UKEFQ,26,False,217,243,Gaming,96805.765625,3,14523093.442708336
UCXRMasD88iCwigoEujofaeg,13,True,178,191,People & Blogs,19133.125,0,52283625.0
UCSfXUy2s6exEx1sjKPlDhqQ,9,True,225,234,Gaming,30824.44444444444,2,3422695.333333333
UCBATyprAqzS_bUWUsqxxmQA,19,False,99,118,Comedy,3126.581790123457,0,940508.5370370372
UCRJGlzt9GTFSaRTY0dzkpEQ,10,True,150,160,Howto & Style,2315.0,15,1254771.125
UCW9QJjdFT9IdCjGpf1U74GQ,8,True,199,207,Entertainment,111123.53645833331,2,19176036.75520833
UCNmdLUhPs6IhjDVzfzuo32A,21,False,155,176,Entertainment,11825.416666666664,0,11356863.625
UCMRCBG9TUf7rwTvtyQCgn-A,10,True,132,142,Entertainment,13512.018518518518,0,3024458.375
UCGN-NVD_FT_Kyv_VdUxzc7A,11,True,172,183,News & Politics,10175.75,2,2941349.5
UCyZq2RbsVZsW-fIVhHdCtOw,26,False,142,168,Education,10383.625,2,1758639.375
UCi_t-TPtqMYIu-GW2hT23Fw,26,False,190,216,Howto & Style,22643.73958333333,4,2127706.670138889
UCdhJIxEs1z16jWt2vlOk_sA,9,True,134,143,Science & Technology,52120.25,0,39724676.0
UCEGdlXEwuq_UoUMtKWMKehw,10,True,226,236,Gaming,10597.142857142857,2,145850.57142857142
UCoolLOcYkjU6Y2CiUNlIbAQ,24,False,128,152,Music,14839.347222222224,0,5004682.962962963
UCzH-UT7eOGpsMC_al8ZQmOQ,23,False,153,176,People & Blogs,45574.484375,3,1508769.776041667
UCJr4hZDOflu83jJuzCYllAA,21,False,161,182,Entertainment,732608.0625,9,187629479.09375
UCJykHJfN9FHtf79IgYE00zg,9,True,199,208,Entertainment,1364308.890625,2,1158380102.3958333
UCrab3T0xtpywwkCIG6pMeWw,11,True,211,222,Entertainment,9455.666666666666,0,3543803.222222222
UCYmc_3KlQFGiLbedco1DvtA,22,False,225,247,Gaming,23898.153846153848,1,3124821.3076923075
UCNovoA9w0KnxyDP5bGrOYzg,19,False,156,175,Science & Technology,595032.34375,6,101589822.25
UCuSPD9UnPI47_N9lI1jjCGw,15,True,156,171,Gaming,11371.495833333332,0,5107509.570833334
UCZM3bF24BS-qDMe0OigpeZw,21,False,137,158,Music,11270.6,0,4598566.2
UCVGtu7NBDdVCCdLV-o0OAPA,20,False,227,247,Sports,14305.2,1,3691056.2
UCLpV15MengMJ_87qSNc_A2A,18,False,165,183,Entertainment,213147.71875,19,106604921.65104169
UCqwpVqKsR7piEZHiZVEOBKw,16,False,158,174,Gaming,78466.625,0,1491385.125
UC4aqUi7j52Tmy-17yP7X7cQ,20,False,99,119,People & Blogs,53293.71354166666,5,13830502.359375
UC4bHGvKw_4aZJmVtjFwbXrw,20,False,201,221,Film and Animation,174072.25,2,12834851.375
UCMHeM4xES0bH80hPVbalBtQ,14,True,222,236,Comedy,37462.302083333336,0,2278120.5
UCheSdj6YWShcjGsUCHpLaBQ,9,True,189,198,Gaming,16018.0,0,1649766.4615384615
UCdcOKqJqe-5RjABPKPsV0MA,11,True,124,135,Gaming,22536.375,1,1786559.5
UC27Dg_NSuplNxYreMI4v2yA,11,True,183,194,Gaming,105826.375,23,37462815.0
UCzB1Jycs9lHXf_fHwU06DOw,22,False,112,134,Comedy,5150.0,6,1300515.5
UCIwLm6VyF1KjOGDgxq9Xnyg,24,False,125,149,Entertainment,78544.5,0,17917458.0
UC245mmPyLtq07_1CCCoZo6w,20,False,209,229,Howto & Style,179327.36458333337,1,13304049.005208336
UC_AYd4lgxVZ1q8Ofkah5f9g,10,True,188,198,People & Blogs,20608.25,7,3235567.0
UCa9PYkHqgLrtarRMiQwI05g,24,False,117,141,Howto & Style,15970.75,0,2834029.25
UCitVlDi49kZnLyWUhxHyn_g,11,True,236,247,Gaming,416882.0,0,87759321.5
UCauB8UXuBJj7d1z4fXeVoQA,17,False,186,203,Music,88998.0,0,8685723.0
UCX4fmknBOjXZ7fAGATQ58dg,19,False,203,222,Entertainment,1168.6302083333333,4,13263.536458333336
UCibz1r9DdXoQQDeYFD5o71w,13,True,176,189,Music,18255.5,0,1998914.0
UCOLne0GBKmwwzSUM3oFGtsg,14,True,147,161,Nonprofits & Activism,13574.896373056994,4,8109734.077720207
UCsG70S_hjcFE7Y8moV558gA,19,False,189,208,Music,202197.14583333328,6,89901805.61458333
UCg5HBVbnGgyeG0qNQB8VwPg,8,True,86,94,Gaming,13100.5,9,3476406.0
UClXomf3NeOSuIG9IY5tua5Q,8,True,185,193,Music,33218.5,1,5613711.642857143
UCFO6FCmm1DhIUQIG8Wl-D1A,20,False,139,159,People & Blogs,2335.963888888889,10,98818.61944444444
UCmtHDxRRzQeBxc_M8IpiDCA,19,False,153,172,Howto & Style,9647.106481481482,3,7150254.291666668
UCN02xHKyfATTR5zvPoZnG-w,9,True,97,106,Science & Technology,1623.0,0,210920.7993421052
UCOw0zA-Gf5gpQ6K446mR0wA,29,False,147,176,Gaming,96985.359375,1,18568522.625
UC_SufULjwRPQvIKdQoXnfIQ,14,True,218,232,Travel & Events,2260.875,1,217255.875
UCrSz6Uz4rFZXabgbr4ojGtw,22,False,176,198,Gaming,51624.25,37,19141000.25
UCVpengxW49nHijNA7XdHa7Q,31,False,95,126,Howto & Style,18152.072538860102,0,2274194.766839378
UCmtnq4rV4X8ri1-4hq2fJlg,15,True,228,243,Howto & Style,33842.916666666664,0,755567.1388888889
UCCgSvYauDiU3jam7Pf9StXw,20,False,218,238,Gaming,27094.98958333333,0,3290299.453125
UCyqe_AHOjMXjwiNbOog74Bg,8,True,236,244,People & Blogs,12848.794871794871,1,3359276.573717948
UCT8bod-9IR8HkYAZFQvOJzg,23,False,165,188,Gaming,113027.49479166669,3,22194752.416666668
UC6YtncLGAUD-AVqAAL1k-WQ,13,True,133,146,Music,45669.5,0,8575704.25
UC57hhvqUeFxkeaoMoJkgp0A,12,True,211,223,Film and Animation,15788.75,0,245620.875
UCIfrdq61Nb6u9wM2qqOUMyA,22,False,188,210,Music,17988.75,1,2081616.25
UCS4_hcviJUA6beVsXb0xakQ,18,False,204,222,Gaming,883100.28125,15,267865396.51041663
UC-oIdByeQwwH4ULueUV592w,21,False,129,150,Education,18036.777777777777,5,4243980.888888889
UC50JPs_8eR0jMw8spA8CqPA,24,False,169,193,Howto & Style,35212.25,2,2145237.25
UCviklEFsjMa36Y8XVeLAGGg,21,False,135,156,Gaming,28863.5,1,2937686.75
UC-sjC5fKKsrpcZRJwlZJzZQ,18,False,112,130,Gaming,314150.65104166674,2,17766040.958333332
UCb56VdGFRXimsEvzjIKMJKQ,33,False,209,242,Entertainment,538218.40625,0,222278139.9427084
UCy6Q3wg-PgsgO2XtQxZpZEg,10,True,231,241,Education,26532.75,0,6097510.0
UCeNhHgTE36tTQkJsjPaPwnA,22,False,207,229,People & Blogs,1372215.6875,0,66468208.79166666
UC0IdEXsTmOx2pM7uOcy4P_A,19,False,205,224,Music,69581.22916666669,0,152918.48958333337
UC6P8LT59hNgA8bes61IA9Ow,16,False,205,221,News & Politics,120318.20833333331,18,22137687.947916668
UCo9oQWYWuKFCJpFVwyXgaew,19,False,117,136,People & Blogs,43866.0,19,35460872.0
UC1E3IC0QBDUD0NGzqR5HgnA,12,True,181,193,Howto & Style,60937.36458333334,1,3066158.364583333
UCK_vPk3Nf-XRZcjT7pdzrTg,15,True,193,208,Gaming,18641.42320565266,0,943996.3912235032
UCYP_TtFkoioVLsV4NWtiVFg,15,True,131,146,Gaming,24762.5,2,3915782.875
UC4qYl37chtsVQpcG48T-caw,14,True,210,224,Gaming,1664.859375,2,324233.13541666674
UC68DhuToNbiCBcpTf7p4Dhg,25,False,95,120,People & Blogs,2650.279180887372,0,106850.46211604096
UCs3WnQG-QeLq1ebfr0gBUhg,9,True,157,166,Travel & Events,14818.057291666664,0,1488775.583333333
UCrpT59Fw7qcggIjlzxEidZA,14,True,129,143,Film and Animation,317.0208333333333,4,17693.15625
UCYYAfx7S0LWbwHAEkb0o1HQ,12,True,113,125,Gaming,1800222.666666667,7,387097718.1510417
UCKtsh0_VvcEJIifv4-aUc9A,17,False,192,209,Entertainment,42219.911458333336,1,6879281.697916668
UCxCmCzUHihp86HMXTTrsbGw,34,False,192,226,Gaming,26233.75,0,1824954.5
UCwtfEvm2Q195MZXI2wB01qA,9,True,205,214,Sports,831531.5,0,97061182.203125
UC1h3bqESVdqkwm123Ce4ZmA,23,False,108,131,News & Politics,90084.34733245148,0,11905243.203483244
UCJJMNlmA_O8ssqP_QJcA1KA,20,False,199,219,Entertainment,62209.74479166666,1,6283074.03125
UCDgmVKsHLW0JetP7Pvw20lA,17,False,205,222,Entertainment,114246.21875,0,7792669.359375
UCpjUH1fu11g5qh6y6lR8Z_A,8,True,201,209,Sports,12113.111111111111,4,1276647.111111111
UC2LZO6swZ9SLUEOks3WnsfA,33,False,133,166,Education,501596.5,0,15886841.75
UCA6wV0ySbTnbFF9diT3nl-w,12,True,229,241,Entertainment,62751.6,0,3259945.4000000013
UCswDowOOvJ-fkCgH9YAITjQ,9,True,194,203,Nonprofits & Activism,163144.75,0,14109755.0
UC5ODpU-j-mE5V3v_zNteuNA,24,False,127,151,Howto & Style,15392.8,0,425390.7
UCuwPQcMy0rUsJ7FOX2ekumQ,24,False,203,227,Gaming,131391.0,6,1304470.0
UCd345bh83L8qLsY_OP9alnQ,13,True,213,226,Music,13656.125,0,1320136.75
UCGJj0DHWBBira32JKBWC5RQ,11,True,102,113,Gaming,69192.41666666669,0,30760553.73950796
UCFvw7ewcKvclH0eA-3XGS-A,17,False,117,134,Autos & Vehicles,547.25,0,38970.75
UCqVnkns6Gf3W7J9zWZE4EqA,10,True,173,183,Education,172649.24590163937,0,16122958.032786883
UCJF6xZtHVTLkwUiA_zDSaFQ,9,True,138,147,Sports,71655.25,5,70432390.25
UCtK0sM8WlMhHd9jC0SZWBoA,22,False,139,161,Entertainment,20777.0,0,3407463.5
UC759rBUss3b39R0j6u_ECPA,19,False,196,215,People & Blogs,9972.166666666666,1,2746869.0
UCK_qwlvj4ZQobgDsalN_Pvg,23,False,212,235,Science & Technology,15722.234375,0,2578078.333333333
UChwue-lN2Ncj-EfynQElmMQ,9,True,189,198,Music,13671.365196078432,0,2413776.6997549017
UCZr_hP-z_q9aRUQR5RfseFg,13,True,200,213,People & Blogs,25292.86979166667,3,2815618.458333333
UCKPAF7Ud5sF1tiVA5iTDcFg,18,False,188,206,News & Politics,35854.75,0,2793911.0
UC1Z4SSxqCotr0YUnN2WgzeQ,34,False,208,242,Music,50258.81770833334,0,6522195.895833332
UCdC4wujwuxoAg3tGr7QS9HQ,9,True,237,246,Comedy,34235.809895833336,5,1177595.393229167
UCDg_EVBPyUmKrR54mp9Wjyw,21,False,130,151,Science & Technology,3069.1481481481487,0,513653.4212962964
UCdlxSLLGpal_K3AoBVyE8Sg,11,True,187,198,People & Blogs,268276.0,1,24328543.25
UCN1e6Xvb92GraRlDoJ4h-cA,20,False,212,232,Entertainment,10483.714285714286,0,6136953.404761905
UC0zbzp6x7zR8u0LhanNWFyw,20,False,196,216,Music,71455.47368421053,1,11562772.05263158
UCKknpFhCxWnyJc7bkPyewJg,11,True,95,106,Entertainment,892.2395833333335,1,85656.75
UCN0DgHQnQldjWJ2GNgQmfjg,13,True,106,119,Entertainment,6941.06640625,0,3482583.009114584
UCT2-VeXOYiotrW26qemMoCQ,20,False,191,211,Howto & Style,84492.5,3,6673680.5
UC7yO5O9_9K7OevceAtWIryg,30,False,174,204,Film and Animation,12976.0,0,4208797.375
UCJoQN-tSxUeGBlM4NXarfng,18,False,188,206,Gaming,3099.5,7,246199.0
UC6gvWsFgrOKX28ZrVCjjYJw,10,True,192,202,Gaming,34039.75,4,7369595.875
UC0qjcilrxtf1HSVh3wlXfrA,12,True,144,156,Comedy,967507.0,0,76670351.125
UCFyfilxlepgApEvfBKDoJbQ,17,False,226,243,People & Blogs,35306.57142857143,2,2616024.0
UCsEyRJbJl6lhRFCaAY_ehKA,39,False,159,198,People & Blogs,8123.776041666668,1,871180.515625
UCj82xJu5W77gECNKl32f4cQ,10,True,128,138,Sports,21886.11111111111,0,1724755.888888889
UCHXedt8rWpKFwF_56ENUYLg,18,False,166,184,Gaming,18162.953125,1,2729672.458333333
UCJNeiS810mGG98ctG45M1WA,14,True,108,122,Gaming,331.5462962962963,11,5515.712962962963
UCFA8eHX6GQVgFR0CGEvS7-A,10,True,98,108,Gaming,14123.719696969694,0,8072693.159090909
UCxDY9cD9XGPG6uYwnc86F5g,9,True,112,121,Howto & Style,164074.0,2,24778768.671875
UC3Rdq_pDxVojgsK_5Y2hSOw,19,False,217,236,People & Blogs,18946.10185185185,1,2094263.333333333
UCT84SVapAfSSD_iMfpKbFbA,24,False,194,218,Gaming,267929.0,2,52844593.0
UCtsymhjvczFi4OOITvM8zDw,10,True,112,122,Gaming,85360.0625,0,12873853.015625
UCQBX4JrB_BAlNjiEwo1hZ9Q,16,False,230,246,Science & Technology,42995.333333333336,0,42703748.333333336
UCsvSWMifNtM0t_s9fEJdlag,11,True,137,148,Entertainment,9437.6,0,1737470.0
UC-W8ijF4CaFAwqNUpB__qPg,26,False,172,198,Music,1309204.75,0,47879103.25
UC0U8M5JndHuDeQj8OmG_q9A,15,True,193,208,Entertainment,25071.33333333333,3,850460.8888888889
UCrXwM898eqnYeSm299xYEQw,15,True,177,192,Music,200699.75,0,65971539.875
UCI6bmjJ-OGAdaIMpeEbkRnQ,17,False,179,196,Science & Technology,11528.5,2,2015809.2
UCE3yf1AcIlXdps2EYbq3lzw,11,True,199,210,Sports,473350.84375,81,487798321.0677083
UCiWrjBhlICf_L_RK5y6Vrxw,16,False,203,219,Sports,733921.7239583335,26,92057486.85416669
UC0VdT5SUK3Bxh8C-_i7f_WA,11,True,121,132,Entertainment,6493.375,3,2603561.75
UCpVhqCnd6iz3gfJUuGM1r7g,8,True,133,141,Nonprofits & Activism,13968.842592592591,13,1433340.8287037038
UC4l_02h-34rlgyUhBaUgcfQ,14,True,137,151,Education,6804.181818181818,4,270950.0909090909
UC9h6PnCNuBoZipFfDtg5zSA,14,True,231,245,Howto & Style,134178.25,0,6748166.5
UCMBaGsk0QdfAS0e-0KPkpNA,9,True,221,230,Entertainment,307156.8376963351,0,14668793.486910995
UCk8ZIMJxSO9-pUg7xyrnaFQ,16,False,186,202,Gaming,210917.5,28,114199459.75
UCRPSYD-8YEQo4f0OBK0R2zQ,17,False,116,133,Entertainment,174.60251046025104,0,77700.179916318
UC8HeES9w38VgHGirI36v-Zw,20,False,193,213,Entertainment,20969.46153846154,0,1179750.2307692308
UCz0yhTJVJoN20-e5FKJhkeg,11,True,140,151,Film and Animation,488887.16145833326,0,151290971.0
UCpLbTork2a-Zh4IOlu6ggKg,23,False,217,240,Film and Animation,9906.9375,0,4221631.770833333
UCeUOFk_amSMZkuUjUZC7m1w,10,True,213,223,Howto & Style,561749.0,2,13192708.75
UCN4axQJxqDgL1uMdC7j_NFw,10,True,120,130,Howto & Style,36824.5,1,1706042.75
UCI61k4n6Gfdi34snD7_OHDA,9,True,81,90,Gaming,13863.864583333336,0,2246425.354166666
UCYCJFE5oegDOpgzEQlpc0dw,15,True,207,222,Nonprofits & Activism,9157.265625,3,1129857.401041667
UCN1UbsqPDQYKtk8d6CaPBbA,22,False,216,238,Gaming,249573.22395833328,18,46545935.31770834
UCL-jmklXM7oCD20Gn5ngzaw,19,False,189,208,People & Blogs,44589.125,1,4537380.0
UCrwE8kVqtIUVUzKui2WVpuQ,20,False,114,134,News & Politics,194414.48958333328,149,76858544.34375
UCGfOBN9aNBrhIC_Lklf6Vdw,19,False,80,99,News & Politics,16849.9375,3,7327174.947916668
UCMDHJgdSRuzVExwnW19j7eg,14,True,176,190,Gaming,13185.567708333336,7,1086768.25
UCEHsSWvrGVSIA63OV3J6vhA,8,True,124,132,News & Politics,518656.0,1,41340632.0
UCUd0tEvxajSSa-qXj5qfD1A,22,False,139,161,Entertainment,9002.375,1,1221411.875
UCE6_xGXqWd_6cL9BQfVTWOg,47,False,147,194,Gaming,137971.5625,3,10774060.630208334
UCczHcrnZLWwMShHCYuXzsWA,19,False,212,231,People & Blogs,56689.8782051282,0,18883925.83653846
UCM9hRmyrPOKyD6B45RUQEOA,28,False,183,211,Comedy,93191.75,8,12689395.25
UCkgedkKLGXZmQfKDzc5rRwQ,24,False,215,239,Music,19028.337962962964,0,4791096.425925926
UC19RiHSy28vMxg_dC1AI_fA,19,False,194,213,Gaming,470694.0,8,193563236.0
UCf5kuLbHX4EmWU2jC34WCNQ,37,False,205,242,People & Blogs,52164.49479166666,3,9335556.567708334
UC874WmmCVtIwTG4gQbWHKUQ,41,False,144,185,Gaming,494214.875,0,104944784.625
UCEhZ8m5JUlcR16E6j3BUnjQ,16,False,104,120,Gaming,57220.34375,10,9083759.786458334
UCeIH2w0nMc0nSB6ZcQL6knQ,20,False,112,132,Entertainment,517710.27083333326,0,27851016.22395833
UCsVEcfKz2mH7NpeFrWbJH7g,12,True,199,211,Autos & Vehicles,18327.125,2,4757555.74537037
UCHLtzwD1B59P1H7R09w5kjA,19,False,199,218,Film and Animation,35874.300925925934,0,2194005.652777778
UCCl2ODZPXQezw2Tnlnlb7Cw,12,True,187,199,Entertainment,235.00520833333331,0,4864.46875
UCIBwIeIh8IpyYL62_Qu3vuA,14,True,223,237,Nonprofits & Activism,11029.25,0,2427786.0
UCNmJQZwZ8T2J9ISLmguZUlA,12,True,231,243,Howto & Style,25842.6875,0,1992060.0
UC4tOrC-cMzgpBWZBe-VHECQ,24,False,153,177,Film and Animation,52575.27083333334,0,2656821.942708333
UCkMlE43OUrn7S1HKnk2-HzA,18,False,190,208,Gaming,91619.0,1,14863466.625
UC9GexwSxlqjo9NhMMdcv6zg,8,True,216,224,News & Politics,47384.76388888888,8,9596722.569444444
UCyEAWx-xBlI-uP2RkqaG43A,18,False,180,198,Gaming,30820.75,2,10911194.375
UCnDC5JtoOt0XS-BDfxxNkxA,21,False,202,223,Science & Technology,10846.489583333334,0,5953330.427083332
UCjlKUwbB8RXqK1vKOqWxiHg,12,True,195,207,Music,2192.0,0,359289.625
UCDWJTmg85Z8zWf4gzISG_dA,36,False,208,244,Entertainment,22740.31770833333,1,3860807.036458334
UCMFzdEU7YHxlkRnzXs91eLw,20,False,178,198,Music,993.375,1,211683.5
UCSqeQrz9K3modCfhVRQ1zSw,38,False,103,141,Autos & Vehicles,9822.708333333334,0,13122094.104166664
UCAw_2lGvKRdD-K2CY1Rd0sQ,30,False,190,220,Gaming,10757.651315789471,1,961664.2094298244
UCxelcIBn9QAjPNlwjwhkyvw,8,True,104,112,Sports,4054.880208333334,1,372051.421875
UCdM2QqvBHHngOoNI8tdnU2g,14,True,174,188,People & Blogs,12812.776041666664,0,1477485.692708333
UC9EKl2ez9uW9XvcWDuFKCew,9,True,235,244,Gaming,28741.0,7,4652109.615384615
UC4dZmG_Q4J_SkwR5aVFYNiQ,16,False,165,181,Science & Technology,23377.875,0,1092908.375
UCCe1bVaJ7ntABUApth1-xDQ,11,True,187,198,Howto & Style,31982.5,2,1238670.0
UCV6KHgcVc4ykDo7QUhdbpcg,19,False,186,205,Entertainment,13494.616666666669,1,1277647.3916666666
UC74sR7GBTy4ePrTRTL3uFYA,31,False,166,197,Gaming,12505.347242921012,1,1855307.74366617
UCwCiqKXu3R0Q1xxXAwfIb5w,13,True,218,231,Gaming,12716.40625,19,2460876.28125
UC1nACN7A5q6qMwg9m44sfPw,12,True,205,217,Howto & Style,79327.32407407407,3,5404012.25462963
UCTXFxw6isdxDKA1Xpj1ZKTQ,9,True,96,105,People & Blogs,4838.953125,0,968832.6458333336
UCV7GIv8lw3Q_3zZyoF0NCSA,23,False,123,146,Gaming,677054.0,45,75531125.0
UCx3Ngkkj0_aAzXpsMsjPeDQ,23,False,153,176,Comedy,9384.476851851852,0,6092418.268518519
UCyIyagRAJ5Im2mwEzEVHi6w,18,False,174,192,Music,54068.25,0,18865920.875
UCuDoM_stPWiq8W9VhB2HFfQ,12,True,202,214,People & Blogs,10942.0625,1,512269.47395833326
UCuHVjteDW9tCb8QqMrtGvwQ,19,False,221,240,Gaming,149650.59162303663,0,3675546.848167538
UC1tofYeuNeach6ULk9f29sg,22,False,120,142,Entertainment,18122.75,0,2292393.25
UCD4bgkJQkETSA0QjThx6atA,9,True,178,187,Film and Animation,10774.0,1,538915.4444444445
UCIxx2lKLFB3fgdxTzzhp3Nw,28,False,113,141,Entertainment,58872.64583333334,0,9372214.307291666
