Strategy,Adopted the strategy,Did not adopt
Posted_more,49.03317367394004,39.75518893028207
Posted_less,29.359638856378535,46.781474669787656
Posted_longer_videos,42.48753857108948,42.41633040588654
Posted_shorter_videos,42.3467137185708,40.008822232024706
Topic_change,41.32322753829149,40.8021474814464
