channel	week
UCEHf6KUY7Zw7hlXQ7hDemwQ	126
UCEHf6KUY7Zw7hlXQ7hDemwQ	133
UCEHf6KUY7Zw7hlXQ7hDemwQ	142
UCEHf6KUY7Zw7hlXQ7hDemwQ	150
UCEHf6KUY7Zw7hlXQ7hDemwQ	156
UCEHf6KUY7Zw7hlXQ7hDemwQ	164
UCEHf6KUY7Zw7hlXQ7hDemwQ	168
UCEHf6KUY7Zw7hlXQ7hDemwQ	175
UCEHf6KUY7Zw7hlXQ7hDemwQ	179
UCEHf6KUY7Zw7hlXQ7hDemwQ	182
UCEHf6KUY7Zw7hlXQ7hDemwQ	193
UCEHf6KUY7Zw7hlXQ7hDemwQ	199
UCEHf6KUY7Zw7hlXQ7hDemwQ	207
UCEHf6KUY7Zw7hlXQ7hDemwQ	224
UCEHf6KUY7Zw7hlXQ7hDemwQ	227
UCEHf6KUY7Zw7hlXQ7hDemwQ	245
UCJZ7f6NQzGKZnFXzFW9y9UQ	95
UCJZ7f6NQzGKZnFXzFW9y9UQ	104
UCJZ7f6NQzGKZnFXzFW9y9UQ	110
UCJZ7f6NQzGKZnFXzFW9y9UQ	135
UCJZ7f6NQzGKZnFXzFW9y9UQ	147
UCJZ7f6NQzGKZnFXzFW9y9UQ	151
UCJZ7f6NQzGKZnFXzFW9y9UQ	160
UCJZ7f6NQzGKZnFXzFW9y9UQ	171
UCJZ7f6NQzGKZnFXzFW9y9UQ	190
UCJZ7f6NQzGKZnFXzFW9y9UQ	194
UCJZ7f6NQzGKZnFXzFW9y9UQ	197
UCJZ7f6NQzGKZnFXzFW9y9UQ	215
UCJZ7f6NQzGKZnFXzFW9y9UQ	219
UCJZ7f6NQzGKZnFXzFW9y9UQ	223
UCJZ7f6NQzGKZnFXzFW9y9UQ	240
UCJZ7f6NQzGKZnFXzFW9y9UQ	244
UCJZ7f6NQzGKZnFXzFW9y9UQ	246
UCKGiTasUqLcZUuUjQiyKotw	95
UCKGiTasUqLcZUuUjQiyKotw	98
UCKGiTasUqLcZUuUjQiyKotw	102
UCKGiTasUqLcZUuUjQiyKotw	135
UCKGiTasUqLcZUuUjQiyKotw	138
UCKGiTasUqLcZUuUjQiyKotw	146
UCKGiTasUqLcZUuUjQiyKotw	154
UCKGiTasUqLcZUuUjQiyKotw	166
UCKGiTasUqLcZUuUjQiyKotw	171
UCKGiTasUqLcZUuUjQiyKotw	179
UCKGiTasUqLcZUuUjQiyKotw	198
UCKGiTasUqLcZUuUjQiyKotw	200
UCKGiTasUqLcZUuUjQiyKotw	228
UCKGiTasUqLcZUuUjQiyKotw	231
UCKGiTasUqLcZUuUjQiyKotw	239
UCKGiTasUqLcZUuUjQiyKotw	244
UCKMugoa0uHpjUuq14yOpagw	95
UCKMugoa0uHpjUuq14yOpagw	106
UCKMugoa0uHpjUuq14yOpagw	120
UCKMugoa0uHpjUuq14yOpagw	125
UCKMugoa0uHpjUuq14yOpagw	128
UCKMugoa0uHpjUuq14yOpagw	135
UCKMugoa0uHpjUuq14yOpagw	147
UCKMugoa0uHpjUuq14yOpagw	157
UCKMugoa0uHpjUuq14yOpagw	166
UCKMugoa0uHpjUuq14yOpagw	176
UCKMugoa0uHpjUuq14yOpagw	182
UCKMugoa0uHpjUuq14yOpagw	184
UCKMugoa0uHpjUuq14yOpagw	187
UCKMugoa0uHpjUuq14yOpagw	211
UCKMugoa0uHpjUuq14yOpagw	213
UCKMugoa0uHpjUuq14yOpagw	227
UCKMugoa0uHpjUuq14yOpagw	230
UCKMugoa0uHpjUuq14yOpagw	235
UCKlhpmbHGxBE6uw9B_uLeqQ	97
UCKlhpmbHGxBE6uw9B_uLeqQ	99
UCKlhpmbHGxBE6uw9B_uLeqQ	106
UCKlhpmbHGxBE6uw9B_uLeqQ	112
UCKlhpmbHGxBE6uw9B_uLeqQ	122
UCKlhpmbHGxBE6uw9B_uLeqQ	131
UCKlhpmbHGxBE6uw9B_uLeqQ	134
UCKlhpmbHGxBE6uw9B_uLeqQ	142
UCKlhpmbHGxBE6uw9B_uLeqQ	149
UCKlhpmbHGxBE6uw9B_uLeqQ	155
UCKlhpmbHGxBE6uw9B_uLeqQ	173
UCKlhpmbHGxBE6uw9B_uLeqQ	189
UCKlhpmbHGxBE6uw9B_uLeqQ	213
UCKlhpmbHGxBE6uw9B_uLeqQ	221
UCKlhpmbHGxBE6uw9B_uLeqQ	227
UCKlhpmbHGxBE6uw9B_uLeqQ	237
UCKlhpmbHGxBE6uw9B_uLeqQ	242
UCV9_KinVpV-snHe3C3n1hvA	95
UCV9_KinVpV-snHe3C3n1hvA	105
UCV9_KinVpV-snHe3C3n1hvA	142
UCV9_KinVpV-snHe3C3n1hvA	148
UCV9_KinVpV-snHe3C3n1hvA	161
UCV9_KinVpV-snHe3C3n1hvA	165
UCV9_KinVpV-snHe3C3n1hvA	173
UCV9_KinVpV-snHe3C3n1hvA	177
UCV9_KinVpV-snHe3C3n1hvA	191
UCV9_KinVpV-snHe3C3n1hvA	199
UCV9_KinVpV-snHe3C3n1hvA	216
UCV9_KinVpV-snHe3C3n1hvA	239
UCVJK2AT3ea5RTXNRjX_kz8A	99
UCVJK2AT3ea5RTXNRjX_kz8A	105
UCVJK2AT3ea5RTXNRjX_kz8A	112
UCVJK2AT3ea5RTXNRjX_kz8A	133
UCVJK2AT3ea5RTXNRjX_kz8A	137
UCVJK2AT3ea5RTXNRjX_kz8A	142
UCVJK2AT3ea5RTXNRjX_kz8A	144
UCVJK2AT3ea5RTXNRjX_kz8A	154
UCVJK2AT3ea5RTXNRjX_kz8A	170
UCVJK2AT3ea5RTXNRjX_kz8A	172
UCVJK2AT3ea5RTXNRjX_kz8A	177
UCVJK2AT3ea5RTXNRjX_kz8A	183
UCVJK2AT3ea5RTXNRjX_kz8A	192
UCVJK2AT3ea5RTXNRjX_kz8A	215
UCVJK2AT3ea5RTXNRjX_kz8A	228
UCVJK2AT3ea5RTXNRjX_kz8A	231
UCVJK2AT3ea5RTXNRjX_kz8A	239
UCVJK2AT3ea5RTXNRjX_kz8A	244
UCVtFOytbRpEvzLjvqGG5gxQ	93
UCVtFOytbRpEvzLjvqGG5gxQ	95
UCVtFOytbRpEvzLjvqGG5gxQ	107
UCVtFOytbRpEvzLjvqGG5gxQ	132
UCVtFOytbRpEvzLjvqGG5gxQ	141
UCVtFOytbRpEvzLjvqGG5gxQ	165
UCVtFOytbRpEvzLjvqGG5gxQ	168
UCVtFOytbRpEvzLjvqGG5gxQ	184
UCVtFOytbRpEvzLjvqGG5gxQ	192
UCVtFOytbRpEvzLjvqGG5gxQ	212
UCVtFOytbRpEvzLjvqGG5gxQ	235
UCVtFOytbRpEvzLjvqGG5gxQ	246
UCWwWOFsW68TqXE-HZLC3WIA	95
UCWwWOFsW68TqXE-HZLC3WIA	97
UCWwWOFsW68TqXE-HZLC3WIA	103
UCWwWOFsW68TqXE-HZLC3WIA	119
UCWwWOFsW68TqXE-HZLC3WIA	130
UCWwWOFsW68TqXE-HZLC3WIA	141
UCWwWOFsW68TqXE-HZLC3WIA	147
UCWwWOFsW68TqXE-HZLC3WIA	168
UCWwWOFsW68TqXE-HZLC3WIA	173
UCWwWOFsW68TqXE-HZLC3WIA	186
UCWwWOFsW68TqXE-HZLC3WIA	200
UCWwWOFsW68TqXE-HZLC3WIA	208
UCWwWOFsW68TqXE-HZLC3WIA	239
UCX6OQ3DkcsbYNE6H8uQQuVA	95
UCX6OQ3DkcsbYNE6H8uQQuVA	98
UCX6OQ3DkcsbYNE6H8uQQuVA	106
UCX6OQ3DkcsbYNE6H8uQQuVA	120
UCX6OQ3DkcsbYNE6H8uQQuVA	125
UCX6OQ3DkcsbYNE6H8uQQuVA	131
UCX6OQ3DkcsbYNE6H8uQQuVA	139
UCX6OQ3DkcsbYNE6H8uQQuVA	147
UCX6OQ3DkcsbYNE6H8uQQuVA	154
UCX6OQ3DkcsbYNE6H8uQQuVA	172
UCX6OQ3DkcsbYNE6H8uQQuVA	189
UCX6OQ3DkcsbYNE6H8uQQuVA	192
UCX6OQ3DkcsbYNE6H8uQQuVA	206
UCX6OQ3DkcsbYNE6H8uQQuVA	226
UCX6OQ3DkcsbYNE6H8uQQuVA	234
UCX6OQ3DkcsbYNE6H8uQQuVA	244
UCXhSCMRRPyxSoyLSPFxK7VA	95
UCXhSCMRRPyxSoyLSPFxK7VA	100
UCXhSCMRRPyxSoyLSPFxK7VA	116
UCXhSCMRRPyxSoyLSPFxK7VA	136
UCXhSCMRRPyxSoyLSPFxK7VA	145
UCXhSCMRRPyxSoyLSPFxK7VA	150
UCXhSCMRRPyxSoyLSPFxK7VA	172
UCXhSCMRRPyxSoyLSPFxK7VA	188
UCXhSCMRRPyxSoyLSPFxK7VA	190
UCXhSCMRRPyxSoyLSPFxK7VA	213
UCXhSCMRRPyxSoyLSPFxK7VA	233
UCXhSCMRRPyxSoyLSPFxK7VA	241
UC_DptbqTndVt_Im3KkuIK5Q	95
UC_DptbqTndVt_Im3KkuIK5Q	105
UC_DptbqTndVt_Im3KkuIK5Q	114
UC_DptbqTndVt_Im3KkuIK5Q	137
UC_DptbqTndVt_Im3KkuIK5Q	139
UC_DptbqTndVt_Im3KkuIK5Q	157
UC_DptbqTndVt_Im3KkuIK5Q	160
UC_DptbqTndVt_Im3KkuIK5Q	173
UC_DptbqTndVt_Im3KkuIK5Q	186
UC_DptbqTndVt_Im3KkuIK5Q	199
UC_DptbqTndVt_Im3KkuIK5Q	210
UC_DptbqTndVt_Im3KkuIK5Q	214
UC_DptbqTndVt_Im3KkuIK5Q	223
UC_DptbqTndVt_Im3KkuIK5Q	226
UC_DptbqTndVt_Im3KkuIK5Q	231
UC_DptbqTndVt_Im3KkuIK5Q	241
UCcgVECVN4OKV6DH1jLkqmcA	96
UCcgVECVN4OKV6DH1jLkqmcA	121
UCcgVECVN4OKV6DH1jLkqmcA	135
UCcgVECVN4OKV6DH1jLkqmcA	159
UCcgVECVN4OKV6DH1jLkqmcA	171
UCcgVECVN4OKV6DH1jLkqmcA	177
UCcgVECVN4OKV6DH1jLkqmcA	182
UCcgVECVN4OKV6DH1jLkqmcA	188
UCcgVECVN4OKV6DH1jLkqmcA	193
UCcgVECVN4OKV6DH1jLkqmcA	199
UCcgVECVN4OKV6DH1jLkqmcA	214
UCcgVECVN4OKV6DH1jLkqmcA	219
UCcgVECVN4OKV6DH1jLkqmcA	229
UCcgVECVN4OKV6DH1jLkqmcA	231
UCcgVECVN4OKV6DH1jLkqmcA	235
UCcgVECVN4OKV6DH1jLkqmcA	239
UCdJdEguB1F1CiYe7OEi3SBg	95
UCdJdEguB1F1CiYe7OEi3SBg	100
UCdJdEguB1F1CiYe7OEi3SBg	104
UCdJdEguB1F1CiYe7OEi3SBg	112
UCdJdEguB1F1CiYe7OEi3SBg	117
UCdJdEguB1F1CiYe7OEi3SBg	131
UCdJdEguB1F1CiYe7OEi3SBg	141
UCdJdEguB1F1CiYe7OEi3SBg	149
UCdJdEguB1F1CiYe7OEi3SBg	152
UCdJdEguB1F1CiYe7OEi3SBg	155
UCdJdEguB1F1CiYe7OEi3SBg	185
UCdJdEguB1F1CiYe7OEi3SBg	199
UCdJdEguB1F1CiYe7OEi3SBg	207
UCdJdEguB1F1CiYe7OEi3SBg	212
UCdJdEguB1F1CiYe7OEi3SBg	227
UCdJdEguB1F1CiYe7OEi3SBg	235
UCdJdEguB1F1CiYe7OEi3SBg	237
UCdJdEguB1F1CiYe7OEi3SBg	242
UCdJdEguB1F1CiYe7OEi3SBg	245
UCdoLeDxfcGwvj_PRl7TLTzQ	99
UCdoLeDxfcGwvj_PRl7TLTzQ	113
UCdoLeDxfcGwvj_PRl7TLTzQ	140
UCdoLeDxfcGwvj_PRl7TLTzQ	161
UCdoLeDxfcGwvj_PRl7TLTzQ	165
UCdoLeDxfcGwvj_PRl7TLTzQ	172
UCdoLeDxfcGwvj_PRl7TLTzQ	183
UCdoLeDxfcGwvj_PRl7TLTzQ	187
UCdoLeDxfcGwvj_PRl7TLTzQ	198
UCdoLeDxfcGwvj_PRl7TLTzQ	207
UCdoLeDxfcGwvj_PRl7TLTzQ	234
UCdoLeDxfcGwvj_PRl7TLTzQ	245
UCiH828EtgQjTyNIMH6YiOSw	95
UCiH828EtgQjTyNIMH6YiOSw	103
UCiH828EtgQjTyNIMH6YiOSw	119
UCiH828EtgQjTyNIMH6YiOSw	136
UCiH828EtgQjTyNIMH6YiOSw	140
UCiH828EtgQjTyNIMH6YiOSw	147
UCiH828EtgQjTyNIMH6YiOSw	156
UCiH828EtgQjTyNIMH6YiOSw	162
UCiH828EtgQjTyNIMH6YiOSw	194
UCiH828EtgQjTyNIMH6YiOSw	200
UCiH828EtgQjTyNIMH6YiOSw	221
UCiH828EtgQjTyNIMH6YiOSw	227
UCiH828EtgQjTyNIMH6YiOSw	234
UCiH828EtgQjTyNIMH6YiOSw	242
UClWD8su9Sk6GzZDwy9zs3_w	95
UClWD8su9Sk6GzZDwy9zs3_w	104
UClWD8su9Sk6GzZDwy9zs3_w	127
UClWD8su9Sk6GzZDwy9zs3_w	134
UClWD8su9Sk6GzZDwy9zs3_w	138
UClWD8su9Sk6GzZDwy9zs3_w	142
UClWD8su9Sk6GzZDwy9zs3_w	144
UClWD8su9Sk6GzZDwy9zs3_w	159
UClWD8su9Sk6GzZDwy9zs3_w	164
UClWD8su9Sk6GzZDwy9zs3_w	175
UClWD8su9Sk6GzZDwy9zs3_w	181
UClWD8su9Sk6GzZDwy9zs3_w	183
UClWD8su9Sk6GzZDwy9zs3_w	198
UClWD8su9Sk6GzZDwy9zs3_w	235
UClWD8su9Sk6GzZDwy9zs3_w	239
UCnEn0EUV13IR-_TK7fiIp3g	95
UCnEn0EUV13IR-_TK7fiIp3g	135
UCnEn0EUV13IR-_TK7fiIp3g	145
UCnEn0EUV13IR-_TK7fiIp3g	147
UCnEn0EUV13IR-_TK7fiIp3g	170
UCnEn0EUV13IR-_TK7fiIp3g	174
UCnEn0EUV13IR-_TK7fiIp3g	180
UCnEn0EUV13IR-_TK7fiIp3g	189
UCnEn0EUV13IR-_TK7fiIp3g	201
UCnEn0EUV13IR-_TK7fiIp3g	204
UCnEn0EUV13IR-_TK7fiIp3g	212
UCnEn0EUV13IR-_TK7fiIp3g	214
UCnEn0EUV13IR-_TK7fiIp3g	226
UCnEn0EUV13IR-_TK7fiIp3g	232
UCnEn0EUV13IR-_TK7fiIp3g	245
UCnEn0EUV13IR-_TK7fiIp3g	247
UCoiIt_v1D-6z75LmrdIU2aw	95
UCoiIt_v1D-6z75LmrdIU2aw	104
UCoiIt_v1D-6z75LmrdIU2aw	117
UCoiIt_v1D-6z75LmrdIU2aw	122
UCoiIt_v1D-6z75LmrdIU2aw	142
UCoiIt_v1D-6z75LmrdIU2aw	145
UCoiIt_v1D-6z75LmrdIU2aw	147
UCoiIt_v1D-6z75LmrdIU2aw	160
UCoiIt_v1D-6z75LmrdIU2aw	164
UCoiIt_v1D-6z75LmrdIU2aw	193
UCoiIt_v1D-6z75LmrdIU2aw	199
UCoiIt_v1D-6z75LmrdIU2aw	215
UCoiIt_v1D-6z75LmrdIU2aw	221
UCoiIt_v1D-6z75LmrdIU2aw	223
UCoiIt_v1D-6z75LmrdIU2aw	233
UCoiIt_v1D-6z75LmrdIU2aw	247
UCtVubfONoPpn4kNuuZ1h6iQ	96
UCtVubfONoPpn4kNuuZ1h6iQ	125
UCtVubfONoPpn4kNuuZ1h6iQ	140
UCtVubfONoPpn4kNuuZ1h6iQ	147
UCtVubfONoPpn4kNuuZ1h6iQ	172
UCtVubfONoPpn4kNuuZ1h6iQ	175
UCtVubfONoPpn4kNuuZ1h6iQ	184
UCtVubfONoPpn4kNuuZ1h6iQ	192
UCtVubfONoPpn4kNuuZ1h6iQ	199
UCtVubfONoPpn4kNuuZ1h6iQ	211
UCtVubfONoPpn4kNuuZ1h6iQ	216
UCtVubfONoPpn4kNuuZ1h6iQ	219
UCtVubfONoPpn4kNuuZ1h6iQ	226
UCtVubfONoPpn4kNuuZ1h6iQ	232
UCtVubfONoPpn4kNuuZ1h6iQ	240
UCucot-Zp428OwkyRm2I7v2Q	97
UCucot-Zp428OwkyRm2I7v2Q	107
UCucot-Zp428OwkyRm2I7v2Q	125
UCucot-Zp428OwkyRm2I7v2Q	136
UCucot-Zp428OwkyRm2I7v2Q	149
UCucot-Zp428OwkyRm2I7v2Q	160
UCucot-Zp428OwkyRm2I7v2Q	192
UCucot-Zp428OwkyRm2I7v2Q	210
UCucot-Zp428OwkyRm2I7v2Q	223
UCucot-Zp428OwkyRm2I7v2Q	231
UCucot-Zp428OwkyRm2I7v2Q	246
UCxJf49T4iTO_jtzWX3rW_jg	98
UCxJf49T4iTO_jtzWX3rW_jg	101
UCxJf49T4iTO_jtzWX3rW_jg	105
UCxJf49T4iTO_jtzWX3rW_jg	114
UCxJf49T4iTO_jtzWX3rW_jg	135
UCxJf49T4iTO_jtzWX3rW_jg	138
UCxJf49T4iTO_jtzWX3rW_jg	142
UCxJf49T4iTO_jtzWX3rW_jg	146
UCxJf49T4iTO_jtzWX3rW_jg	160
UCxJf49T4iTO_jtzWX3rW_jg	163
UCxJf49T4iTO_jtzWX3rW_jg	168
UCxJf49T4iTO_jtzWX3rW_jg	193
UCxJf49T4iTO_jtzWX3rW_jg	200
UCxJf49T4iTO_jtzWX3rW_jg	227
UCxJf49T4iTO_jtzWX3rW_jg	242
UCxJf49T4iTO_jtzWX3rW_jg	245
UCy_YiQx1t8oOgz74QIB4Jrw	95
UCy_YiQx1t8oOgz74QIB4Jrw	103
UCy_YiQx1t8oOgz74QIB4Jrw	118
UCy_YiQx1t8oOgz74QIB4Jrw	121
UCy_YiQx1t8oOgz74QIB4Jrw	135
UCy_YiQx1t8oOgz74QIB4Jrw	147
UCy_YiQx1t8oOgz74QIB4Jrw	164
UCy_YiQx1t8oOgz74QIB4Jrw	170
UCy_YiQx1t8oOgz74QIB4Jrw	175
UCy_YiQx1t8oOgz74QIB4Jrw	186
UCy_YiQx1t8oOgz74QIB4Jrw	190
UCy_YiQx1t8oOgz74QIB4Jrw	201
UCy_YiQx1t8oOgz74QIB4Jrw	213
UCy_YiQx1t8oOgz74QIB4Jrw	232
UCy_YiQx1t8oOgz74QIB4Jrw	236
UCy_YiQx1t8oOgz74QIB4Jrw	240
UCzJIliq68IHSn-Kwgjeg2AQ	95
UCzJIliq68IHSn-Kwgjeg2AQ	105
UCzJIliq68IHSn-Kwgjeg2AQ	134
UCzJIliq68IHSn-Kwgjeg2AQ	138
UCzJIliq68IHSn-Kwgjeg2AQ	145
UCzJIliq68IHSn-Kwgjeg2AQ	147
UCzJIliq68IHSn-Kwgjeg2AQ	162
UCzJIliq68IHSn-Kwgjeg2AQ	172
UCzJIliq68IHSn-Kwgjeg2AQ	188
UCzJIliq68IHSn-Kwgjeg2AQ	212
UCzJIliq68IHSn-Kwgjeg2AQ	233
UCzJIliq68IHSn-Kwgjeg2AQ	243
UCzJIliq68IHSn-Kwgjeg2AQ	245
UCzKc6JrWSt_67UpEYIefrJQ	96
UCzKc6JrWSt_67UpEYIefrJQ	102
UCzKc6JrWSt_67UpEYIefrJQ	105
UCzKc6JrWSt_67UpEYIefrJQ	127
UCzKc6JrWSt_67UpEYIefrJQ	136
UCzKc6JrWSt_67UpEYIefrJQ	139
UCzKc6JrWSt_67UpEYIefrJQ	143
UCzKc6JrWSt_67UpEYIefrJQ	157
UCzKc6JrWSt_67UpEYIefrJQ	165
UCzKc6JrWSt_67UpEYIefrJQ	169
UCzKc6JrWSt_67UpEYIefrJQ	179
UCzKc6JrWSt_67UpEYIefrJQ	182
UCzKc6JrWSt_67UpEYIefrJQ	188
UCzKc6JrWSt_67UpEYIefrJQ	198
UCzKc6JrWSt_67UpEYIefrJQ	205
UCzKc6JrWSt_67UpEYIefrJQ	244
